"","date","sales","unemployment","temperature","facebook_newsfeed_spend","facebook_newsfeed_impressions","youtube_brand_spend","youtube_brand_impressions","search_spend","search_clicks","youtube_performance_spend","youtube_performance_impressions","newspaper_spend","newspaper_readership","tv_spend","tv_gross_rating_points"
"274",2020-03-30,1094535.80753697,4.4,51.4088418391995,10875.1218227692,10849329,27841.2382424199,13673662,24216.6049414592,11532,0,0,12158.0052982462,844246,20608.6978358494,1352903
"275",2020-03-31,1071838.14223249,4.4,45.6228810209666,10815.8457204621,9295416,26830.0659167816,14043897,22329.6367466882,10125,0,0,11888.3526226121,833992,19641.5110701599,1155362
"276",2020-04-01,1056678.04981144,14.7,49.7551460352427,11156.9958393773,9850938,24246.6793500049,12662469,23094.9463779471,10438,0,0,12273.6095267727,927146,20770.3399199506,1345094
"277",2020-04-02,1092807.14624041,14.7,52.9626533119448,11703.0512051938,11548438,25065.5312629872,11200152,25740.5441928504,11264,0,0,12042.1163154157,1075791,21857.6153528106,1254982
"278",2020-04-03,1066502.22880489,14.7,66.9515807476749,10727.4097738192,11889476,26766.6289422922,13532405,23580.0789431409,10824,0,0,11744.7637735416,982651,17689.6575827298,1002948
"279",2020-04-04,1098310.11477131,14.7,66.3329305008384,10917.9244268435,11961691,27284.4073388459,13630616,19986.3679322547,9196,0,0,11897.859732579,923588,18737.373819603,1290925
"280",2020-04-05,1109653.70550546,14.7,71.5656349056238,11066.5610472317,9577563,25000.2120204372,11298964,27021.6570336559,10908,0,0,11884.2383776051,983442,18252.2419153299,1067216
"281",2020-04-06,1089562.36593071,14.7,69.6761144662331,11221.9902669437,11578211,24982.1533704249,11296290,22320.9968269404,10924,28673.1017315126,7128148,0,0,21246.5380495462,1333421
"282",2020-04-07,1066904.4109021,14.7,51.3720946233933,11158.6021467846,14797870,24371.461624258,11378070,21321.8620875994,9495,22193.6595518414,5422134,0,0,16475.1850455317,1002261
"283",2020-04-08,1098197.76330517,14.7,64.8313334315677,10844.7170939463,9608974,22756.5381069882,11615757,22643.8052055763,9871,31766.5510409385,7574822,0,0,20483.2644918578,1975243
"284",2020-04-09,1066714.25508948,14.7,72.5092552059669,10954.4039897331,8953890,24729.3635179075,11380496,24151.281738856,11486,23388.8090953898,5701470,0,0,21520.3580880807,1219303
"285",2020-04-10,1074076.17683158,14.7,68.3143094554519,11061.4614883038,9373512,23744.3769244656,12762166,26531.5252112166,11056,28536.6613930437,6973915,0,0,17809.9015506802,977956
"286",2020-04-11,1070218.28496005,14.7,64.9828559883473,11544.7620475796,8928166,25925.9691279899,12885811,23701.5842592284,9884,31328.2356061403,7560550,0,0,16864.7521528664,1101761
"287",2020-04-12,1091879.46203338,14.7,60.2754121832325,11412.1894190456,11215288,25521.4441961925,12292930,24355.2730044132,10741,25746.2750992041,6460180,0,0,17651.4139639829,1089135
"288",2020-04-13,1050123.37631255,14.7,54.9097522952826,10673.5850520094,10384831,22929.9054005716,9718028,19086.6276373668,8272,28330.9330570556,6789784,0,0,18895.2605403868,1057795
"289",2020-04-14,1069256.25010924,14.7,64.5866039235583,10898.6682080421,9536527,25486.2165875498,11587328,22610.47226583,10542,23752.7479217568,5995755,0,0,18302.3039934291,1855927
"290",2020-04-15,1062423.45572101,14.7,62.7851100237691,10297.0183022832,8725899,25476.5301609267,12248440,23476.6630737963,9809,29621.9397973542,7018127,0,0,21087.1575563755,1445585
"291",2020-04-16,1083514.83844006,14.7,82.0983435240739,11081.020741649,11988916,24206.3889089993,12431912,26627.5174306218,11426,29881.5146860739,7154605,0,0,18574.5940879767,1298141
"292",2020-04-17,1058810.23448142,14.7,77.4706065300729,11282.9886744739,11036070,24687.7832326243,11870999,22189.1917671444,10105,30049.66241013,7446728,0,0,23220.2849855357,1149486
"293",2020-04-18,1095160.31753604,14.7,74.0910236891143,11180.5973657007,10847721,26137.2621467588,12415199,23044.9796207892,10193,27229.8744365628,6821410,0,0,20898.4746872093,1291849
"294",2020-04-19,1066704.96265282,14.7,75.7414320874577,11188.0853621485,9508902,27135.8707112717,13478389,24471.3822164479,10442,26468.3223121716,6249880,0,0,20826.9547623425,1289226
"295",2020-04-20,1056126.24628382,14.7,67.6983482590895,11208.5058923898,8702743,24146.9751718366,11966291,23194.2992783381,10187,0,0,12225.907135817,1011968,17368.5868887538,1252328
"296",2020-04-21,1075610.24181118,14.7,61.4886425269811,11393.6065546113,11544200,27990.4011198189,13193126,25353.602425668,11112,0,0,11826.2621938727,1325533,17281.4447118676,1317339
"297",2020-04-22,1101856.29862972,14.7,88.2336552575736,11237.1195862975,10661520,23651.8574646381,12113759,23690.6353917201,10442,0,0,11826.3597340622,1165253,21222.7879680215,1368214
"298",2020-04-23,1086835.63740633,14.7,82.0396368664495,10454.1072259618,8839633,21639.3221687016,10001745,25164.0185230646,11183,0,0,12028.4023363665,1143208,20184.7994726945,1109100
"299",2020-04-24,1040170.11440434,14.7,69.8194100048277,10744.1094345175,9730466,23015.5819886449,10142290,20866.8168962657,10055,0,0,11431.4126330655,831469,18944.9452861154,1222286
"300",2020-04-25,1060831.7896116,14.7,82.7734820440726,10976.3399493468,9941461,22015.1592918422,11067521,24024.7919928611,10716,0,0,12094.1511389695,1086291,18533.8081759376,1242311
"301",2020-04-26,1085301.7554595,14.7,86.1328456249612,11452.2840953334,11290860,27965.6753918772,11808725,25207.6716973139,10600,0,0,11883.0543603374,1206158,19924.6190931033,1211961
"302",2020-04-27,1087446.41247579,14.7,72.0645216782761,10879.1304406404,9694840,27525.5244721844,13430850,24696.5540934084,10955,0,0,12362.9066174015,1278398,23133.6741731181,1535743
"303",2020-04-28,1080920.85346238,14.7,81.0838157533197,11028.6357215073,10898850,27947.8864674601,12006948,23129.0729828386,9781,0,0,11579.2475985112,1169921,19640.3533180199,1040858
"304",2020-04-29,1086547.45411269,14.7,67.0431773986349,11064.6265987992,10665807,24121.352310088,11046131,24997.0442706424,10685,0,0,12145.5407997402,1295935,20350.5939456114,1144670
"305",2020-04-30,1068003.10367468,14.7,77.7451019755277,10717.4182654274,9147457,23333.0597477818,9642376,25129.1666777457,11167,0,0,12117.4049828639,1585049,20611.5528336162,1306132
"306",2020-05-01,1089312.17942344,13.2,86.0891379208775,11333.7643642024,11417291,23707.3863208478,12155880,23019.1873053114,9684,0,0,12171.9005507049,1117748,26328.8028037219,1707279
"307",2020-05-02,1074102.88399808,13.2,68.4183672725738,11217.535977723,9839664,27439.2207771406,13884588,20558.2946383495,9111,0,0,12417.7369185482,1175588,21032.8524446976,1315474
"308",2020-05-03,1063762.42616417,13.2,69.809487717901,11174.5657001288,8886229,26222.7343181493,13166868,27643.6962325954,13584,0,0,12043.0407855583,961447,19672.008540364,1869583
"309",2020-05-04,1066588.38744306,13.2,78.4666799572402,11119.7546401812,10130186,22288.8856190063,10767863,24854.1073097674,11199,23237.7235044214,5591511,11833.4157866717,923120,23072.8293711317,1229737
"310",2020-05-05,1071181.28686833,13.2,68.4205166226597,10459.1086259519,9042054,25097.0556647463,11412710,23458.957523685,10577,24299.9821684556,5896180,11946.0757903214,956456,21932.6924518341,1401417
"311",2020-05-06,1038269.29098105,13.2,54.8029061451437,10416.9998019934,10278938,22078.9146617666,10618487,23602.0105801898,10527,22125.4982776344,5192420,12001.3036614395,935765,19480.3505341868,1161372
"312",2020-05-07,1093789.69775152,13.2,55.8485155328998,10982.80581935,9943982,26078.3385344417,12629187,21285.5051678643,9303,36080.5670465085,8725962,11742.0766909401,1140777,21633.6254395734,1636237
"313",2020-05-08,1070366.03858071,13.2,55.5054489866833,11230.305881011,9098742,24353.3517737038,10968882,23237.2991308271,9498,23956.1546619455,5773552,11787.7107398271,906594,21953.2274028741,1395886
"314",2020-05-09,1048504.59571936,13.2,52.2987173852457,11344.2440834497,11117758,26168.9553895908,11917808,22752.1364014788,10478,28645.8129985146,6833471,12225.9680922412,1216395,19319.2230778111,1128030
"315",2020-05-10,1056595.91651444,13.2,59.9362116118605,10854.4570561417,9076131,25466.5373374551,13324765,23899.8918304059,10540,26681.4611610451,6367240,11782.3483938453,890195,18745.9431257103,1252363
"316",2020-05-11,1071326.23896553,13.2,49.3131010236556,11193.4710852067,10357622,24598.1066446298,11423357,25789.5549827982,11807,31045.2676781959,7624223,11819.3097227112,954840,18001.4885054916,1218691
"317",2020-05-12,1071677.29611048,13.2,62.2163872828769,10712.5827074323,9703349,24008.3996538996,11729032,24066.170578298,11785,29987.9867376657,7303341,11592.4388584052,979217,20431.5912636784,994051
"318",2020-05-13,1090398.83798456,13.2,54.9385025186991,10553.9774210452,10053242,24694.6391146883,11126668,20215.8194920604,9115,26605.1944332604,6464812,11911.6354116606,1162225,20202.991193386,2493393
"319",2020-05-14,1058889.39768992,13.2,59.7838755141311,10326.4926935009,9573100,21731.9304814371,11400968,24593.456159971,10722,27284.2087735552,6797017,11669.1235750522,1034962,20219.6706777118,1556118
"320",2020-05-15,1087057.08450342,13.2,69.4535608956269,11691.1561296333,13752945,29498.7021899879,13281654,26835.0430220161,12209,23774.6363358636,5750399,12159.8063946838,1074614,23317.315397596,1611904
"321",2020-05-16,1061262.61219262,13.2,54.0711860136828,10952.0933647137,8263378,27538.5565790184,11107229,23726.6379980797,10477,27166.1707724478,6758697,11821.8847462866,835779,20304.5532038024,1141778
"322",2020-05-17,1058130.16101791,13.2,69.6090761161127,11613.2220846522,9890509,22430.3329378734,10441832,26139.4547861643,11475,27561.2376792086,6552362,12256.9633006647,1199398,18666.1861294044,1072249
"323",2020-05-18,1060926.77459884,13.2,53.1110538948196,11107.3696320559,8422775,25995.3598296083,13143614,21511.632797815,9667,0,0,0,0,20515.5292654586,1071320
"324",2020-05-19,1094312.86242656,13.2,68.4636429964411,10469.816154493,10957038,25031.7351369102,11152022,22318.602713418,9594,0,0,0,0,21400.120979213,1394744
"325",2020-05-20,1080009.74464183,13.2,61.0597800112098,11132.1323359006,10003766,21835.0135749716,10214741,23296.2503242268,10766,0,0,0,0,18953.0584708254,1625999
"326",2020-05-21,1082929.46233912,13.2,67.3248075650139,11311.2324411131,11181284,24339.2116172123,10434395,25096.4329761958,12139,0,0,0,0,22306.6376676822,1415915
"327",2020-05-22,1057369.8862144,13.2,49.3509140930079,11257.032300337,10449909,23647.7110582173,10590518,23319.5126143614,9520,0,0,0,0,19999.3013386115,1387647
"328",2020-05-23,1051421.35312807,13.2,53.9512021998325,11634.5021492025,10826010,26369.2307981119,12160412,21169.212799475,9245,0,0,0,0,21557.0985807829,1267692
"329",2020-05-24,1042410.74740568,13.2,43.4525487853595,11266.5686037528,9185429,21972.8595317089,11187515,19740.2295113896,8625,0,0,0,0,20863.7535043464,1410498
"330",2020-05-25,1063727.68857913,13.2,46.7495576354938,11290.7536980667,9618736,26422.3354850518,10137008,23049.6513101216,10167,0,0,0,0,23444.3735194302,1313206
"331",2020-05-26,1050485.2608293,13.2,58.425045635063,10977.9719987835,11765974,25452.7772040243,11638879,25767.9786139583,10712,0,0,0,0,0,0
"332",2020-05-27,1050869.17980003,13.2,55.6206769793494,10416.1926418283,8727782,24204.7023518321,11950791,25608.7983937814,10523,0,0,0,0,0,0
"333",2020-05-28,1051257.79960776,13.2,68.7183074398193,10621.2177028418,9407372,24921.8176823449,11472503,25060.3159976774,11693,0,0,0,0,0,0
"334",2020-05-29,1056997.71730265,13.2,47.3944335093897,10813.4421749606,9660358,20659.4452126971,9719111,24961.6907031784,11035,0,0,0,0,0,0
"335",2020-05-30,1048368.51465477,13.2,71.6851766994941,11067.3181388126,9166608,21564.493831802,10273769,24007.7442721329,10189,0,0,0,0,0,0
"336",2020-05-31,1052089.31594122,13.2,59.959022263378,11258.7472007526,10578113,24210.5809743933,10727111,22113.3237447724,9428,0,0,0,0,0,0
"337",2020-06-01,1057283.00166415,11,61.3769362194545,11301.3905278845,9917575,23295.0924097836,9983383,23175.1426523559,10084,31983.1573535862,7501485,12129.6395747888,907030,0,0
"338",2020-06-02,1076455.11601145,11,78.4358259400948,10635.6794215032,11761616,23867.1997245835,10915067,22170.2376372457,9406,23969.7757967412,5781604,11835.6541274025,1004746,0,0
"339",2020-06-03,1087812.71690725,11,66.3178569760685,10553.3549859128,9807109,24607.4372638231,12098587,24993.8594400707,11086,30596.9353557954,7632982,12387.6357276893,1315329,0,0
"340",2020-06-04,1080322.99526403,11,69.6490603543038,10939.5409755127,9754743,24673.2711116821,11870657,22810.453768598,10907,30264.1806250837,7410950,12047.9849389125,1112514,0,0
"341",2020-06-05,1064003.2690222,11,81.5220379315004,10948.2356484708,8961015,26236.1326342507,13052888,23133.0596615552,10544,27598.8254948462,6746482,11727.4499297619,973520,0,0
"342",2020-06-06,1066541.07995117,11,80.6369419121628,11342.9101206198,9068787,25044.1774840656,11529346,23382.3104549521,10240,30440.4093162125,7353346,12041.252874131,962613,0,0
"343",2020-06-07,1067162.26938609,11,64.7840966301331,10746.9225923347,10394777,26216.3134298629,13017470,24311.7569527542,11067,22306.8285283169,5474188,12038.8035619703,678925,0,0
"344",2020-06-08,1086648.91421846,11,77.7276350187549,10477.3394105928,9538555,26179.2387988062,15070988,22740.0613346512,9057,25806.9713143573,6467967,11876.4622169224,810049,0,0
"345",2020-06-09,1110975.80740794,11,71.8847097631088,10552.7205448878,11079176,26520.3569445664,14795855,18912.696213451,7953,27269.4476720797,6625699,11918.2350940539,989902,0,0
"346",2020-06-10,1085749.88730955,11,66.2120562774414,11266.8863428103,11868829,27433.1020949699,13749184,22861.8798621975,10763,26286.012919075,6546908,12715.6197040781,929016,0,0
"347",2020-06-11,1079504.9018769,11,79.9684176793726,11181.093718492,9652296,21484.9780696498,11916430,23719.0477025373,10308,21408.5812010288,5266179,11564.0043316627,1199078,0,0
"348",2020-06-12,1067998.1203788,11,88.135149183167,10754.2205600348,11810667,25419.6829780494,12132050,24354.7144323154,10777,25826.2283195968,6403179,11787.6742399405,840299,0,0
"349",2020-06-13,1055083.5698746,11,68.9193672146532,11183.080372397,9232443,25536.9943424968,10431918,18797.4324684574,8068,26725.6479829769,6548505,11700.0463607232,945439,0,0
"350",2020-06-14,1074084.19098494,11,75.0242465207982,11080.1664612472,10515627,20796.6503233352,8949200,24408.9742939593,10383,19761.36469354,4930634,11741.2498626402,857045,0,0
"351",2020-06-15,1072466.00986076,11,70.9951962760794,10848.3304291938,10653594,23132.422031381,10542580,25956.9740786052,11711,0,0,12076.9086933331,1136689,0,0
"352",2020-06-16,1090429.78828506,11,66.5607681712378,11486.1932201717,9455675,23663.1756014222,11561740,23693.0480844831,10822,0,0,11703.7962038399,1690894,0,0
"353",2020-06-17,1065647.97478762,11,81.7712686592655,11420.29241398,9911992,25024.2513389598,10970185,24908.2034388998,10800,0,0,11623.2252439672,1135402,0,0
"354",2020-06-18,1072403.68014691,11,76.2134938216338,10791.9048218525,10130648,24353.4514205038,11599473,23414.7785140938,9661,0,0,12012.4235853913,778291,0,0
"355",2020-06-19,1051192.70096877,11,67.5255278276934,10889.6282239747,8615084,28620.6975861944,12050550,23201.1246216972,9986,0,0,12034.8012740874,1022401,0,0
"356",2020-06-20,1044189.84362586,11,62.1558370561178,10671.3752262154,8773538,23728.1077119218,12020801,21524.5746468976,9269,0,0,12469.8674248332,880358,0,0
"357",2020-06-21,1053797.83922473,11,78.5496981482984,10537.6750998401,9255645,21522.0062282151,9860179,21428.434307898,10482,0,0,11846.9520634693,1065506,0,0
"358",2020-06-22,1080189.12898514,11,81.3658346410851,11045.948840801,9591936,24958.2654923869,12644052,20264.6294472873,8949,0,0,12032.3996451686,986877,0,0
"359",2020-06-23,1075108.12819534,11,61.0934352647945,10904.8438468177,9972543,25819.4289129134,11736281,25068.5512683172,11335,0,0,12286.3754081837,784820,0,0
"360",2020-06-24,1056553.46813196,11,76.2177516564182,10591.1839317026,10319312,23682.300411825,10444098,20561.2500540133,8836,0,0,11759.1408806851,972017,0,0
"361",2020-06-25,1068982.25265338,11,56.3619431600199,10677.3857055409,9300759,26824.2954148247,14104331,22523.5759529624,9580,0,0,11876.0043377346,1020795,21839.641363204,1067942
"362",2020-06-26,1085668.84027828,11,64.726401326285,11265.9544058482,10585113,24585.5098898095,11285627,23942.0673040672,10163,0,0,12061.5257418706,1186647,20157.7984259017,1353903
"363",2020-06-27,1065248.52410323,11,73.9296297321704,10839.2802746805,9483519,27309.8917634033,11644755,24458.533361116,11439,0,0,12074.2184855816,931710,19470.5030696765,1116081
"364",2020-06-28,1075767.68315319,11,60.9763982011172,12055.1761308162,10482335,27555.8707218562,12538960,20625.7517590926,8842,0,0,12584.6424696956,1364937,19395.0010879887,1329089
"365",2020-06-29,1085807.59945489,11,63.5371553463874,11150.2255126962,11447103,26853.0298900793,12672766,25629.4270086462,11520,26651.8195990393,6621322,0,0,22611.3096929907,1291866
"366",2020-06-30,1066998.45186283,11,72.937402325056,10355.9819536421,8801975,24878.6870740812,11367531,20802.5638921796,9164,27925.1752234219,6661617,0,0,20460.2207768467,1822373
"367",2020-07-01,1058876.96085398,10.2,57.9553027187353,10896.1214806406,8706305,20973.2106684629,10107981,21071.5460435302,9009,32115.4776702489,7705122,0,0,21887.1335255886,1486334
"368",2020-07-02,1080904.80457724,10.2,51.5862377890188,10426.4477098438,8806612,27888.6654540585,12520216,17647.6739256224,8522,21399.8121157053,5004807,0,0,17395.584440348,1499878
"369",2020-07-03,1087786.67324163,10.2,54.9325914345484,10646.8205310581,8647638,23029.7240824751,11062338,24157.5193135562,10628,22384.3599050877,5420341,0,0,25693.4092621284,2748924
"370",2020-07-04,1084680.89472318,10.2,50.0929599334167,11146.4696432841,8694233,25409.1764706734,11629210,21514.1214810254,9927,30142.3040197495,7101153,0,0,22275.86467808,1036494
"371",2020-07-05,1067729.45335037,10.2,68.1727174365475,11452.4980091734,10078137,24077.7285438127,11071259,22528.1688590763,9423,20930.9014554528,5031625,0,0,22764.3179182431,1325190
"372",2020-07-06,1077173.33230039,10.2,62.5023421414089,10530.663338315,8697379,28473.1003255066,14212687,21430.8325504963,8825,26949.0393016509,6614787,0,0,20209.3129520176,1062625
"373",2020-07-07,1080062.79093326,10.2,47.142208288147,11750.7090168678,11176206,22126.0797682149,9357370,23537.0939467404,10393,30741.4037467364,7360191,0,0,22637.8267609089,1208309
"374",2020-07-08,1057150.20873722,10.2,51.85821383599,10205.0245976923,8811503,27160.7653374804,14299578,25638.9261552237,12039,22093.5961221843,5264922,0,0,21846.0187141487,1402801
"375",2020-07-09,1068307.17025267,10.2,65.6281577866338,11292.8362121673,9239303,26368.6659127144,12669147,22187.9926523529,9360,21650.4942834745,5168312,0,0,21962.8892321765,1046576
"376",2020-07-10,1087160.89193517,10.2,65.1343989625122,11807.4251256433,10379974,23777.1592403371,13647451,23678.0108149238,10571,29582.6489214084,7216936,0,0,20606.6030652985,1263366
"377",2020-07-11,1089808.74344737,10.2,46.185864195174,11326.1214507609,10458326,27086.0763389953,12203581,21545.5541865109,9889,24366.0296367502,5944025,0,0,18141.7939890777,1316622
"378",2020-07-12,1089918.71126234,10.2,53.8434961573223,11591.1748171603,11428009,24009.114411994,10877011,21438.8870996292,9258,33040.0393560444,8361487,0,0,22699.9239062047,1478561
"379",2020-07-13,1084739.65727984,10.2,54.70275804492,10691.5069220044,11317877,26883.0687716704,14171620,24652.1336750638,10765,0,0,11919.7749712045,1026357,21952.3210372317,1247905
"380",2020-07-14,1080709.97299189,10.2,67.3198022865947,10111.6378751975,9547501,25811.4117985777,13058391,26244.6537243499,11138,0,0,12413.7676889781,1053697,18506.467106872,1340808
"381",2020-07-15,1060524.63734855,10.2,54.659326681836,10467.897896097,9565722,22749.8742313501,9252933,22832.9664399284,10299,0,0,11687.6419603244,1043657,22792.4725035482,1482918
"382",2020-07-16,1070952.38226204,10.2,62.9564812512017,11175.2642820373,8488057,26518.200671492,12981224,23677.7835973533,9925,0,0,11615.1573925828,996168,18876.5814329381,1189485
"383",2020-07-17,1070996.80761873,10.2,64.4351759377566,10738.9831938583,9606550,23548.950150755,11610475,23116.5890941243,10333,0,0,12102.3895184571,750530,20704.2516632045,1308227
"384",2020-07-18,1067546.79949692,10.2,45.5411741388358,11443.8884967903,9861098,23004.9493565617,10205879,27003.146339181,11295,0,0,11997.1038592899,1049893,21414.9959985539,1847116
"385",2020-07-19,1062442.36255116,10.2,47.1860861461625,10976.1401841118,9190393,23378.2043278547,10899754,22434.8200849417,9669,0,0,12056.8588760085,1465206,20406.3363021011,1672511
"386",2020-07-20,1086591.39330676,10.2,49.6892902707363,11333.6184904772,11799226,26626.2245282363,11834282,24035.0382748998,11807,0,0,11936.3957651941,959345,24074.8588310828,1286207
"387",2020-07-21,1097690.41241769,10.2,59.4003840405558,11060.9588866894,9478270,29050.5505115599,12488150,25163.3588448984,10539,0,0,12084.586095583,906750,22231.4378705874,1262867
"388",2020-07-22,1122700.34906236,10.2,74.5827825277265,11062.5371426858,11531207,30177.3073116452,12973620,22382.4235200502,9526,0,0,12117.1249241163,1034303,17456.9243278157,1377888
"389",2020-07-23,1073118.51270667,10.2,63.0157232553977,11425.1921900997,12353075,24998.5088623532,11730075,20115.6313077067,10345,0,0,11867.3299330345,887220,19538.2800113314,1682450
"390",2020-07-24,1072257.25602949,10.2,72.9054112634938,10770.0858897797,9131644,21538.8965439748,10754389,23406.730860338,10820,0,0,12027.6392586228,1447001,23994.7968819202,1358403
"391",2020-07-25,1089811.84088683,10.2,72.8884462316469,11105.6012783203,9920232,26141.4094241582,13392229,23816.3205323756,10949,0,0,11767.0264378023,1012108,18296.2015068601,1122894
"392",2020-07-26,1097879.2460398,10.2,58.8285213383906,11051.2889744398,10751006,30844.9605760561,14122338,23224.6821267949,10608,0,0,11848.3857694194,731988,16103.5292570088,903474
"393",2020-07-27,1104546.42218118,10.2,79.6559382199805,11093.7171043711,10380075,27761.1230571645,13020596,21790.1554424088,9931,26859.5950094224,6501489,12112.0764595783,824942,18951.159488309,2010132
"394",2020-07-28,1083466.32251123,10.2,58.9293627574319,10484.1288164586,10605707,25603.5706097299,11105092,23804.8912542192,9803,30653.260036571,7301392,11925.0813075337,917554,17741.1546467194,1090075
"395",2020-07-29,1092264.70704881,10.2,62.0442568212661,10779.7741639945,9072524,25438.1128869942,13876688,24638.0780368333,11407,28123.5319353212,6757194,12116.2198477065,1117020,16622.9467062737,1124813
"396",2020-07-30,1074794.32568394,10.2,82.2296279964067,10827.3373116385,8372108,25721.6373675803,11197421,23480.0355019147,10657,25038.4604224248,6096455,11748.4604651799,839690,18808.661200815,1366312
"397",2020-07-31,1065458.2015844,10.2,76.9092975992887,10751.0709706103,12856816,25180.2019205649,11539678,24345.1841647167,10221,29889.7831310206,7305086,11806.0275236625,858788,17905.6060213477,1063559
"398",2020-08-01,1106707.6639096,8.4,65.9257919733388,10817.6254058494,11184981,26064.9201080064,11458786,22971.9504395081,9625,21902.6131658184,5330167,11849.8766849637,855331,19300.8388976569,1317654
"399",2020-08-02,1091018.857171,8.4,79.5784466456499,11396.6804809997,12119843,24730.6004791752,13241820,20267.3549250426,8946,30479.3318194722,7345996,12099.032400525,954253,20658.7263261737,1191008
"400",2020-08-03,1089886.05097874,8.4,88.2582372707815,11289.7255156642,10597043,23678.395857292,11568964,25264.6003574225,11350,30473.0325874776,7208398,11943.227976032,1166829,19398.301411518,1003489
"401",2020-08-04,1071436.3446597,8.4,86.3363983091188,11018.2354323558,10431023,23486.5637243738,11659816,23141.4438999548,10013,25875.0713461572,6117059,11886.8180821779,887493,23137.6812000856,1309904
"402",2020-08-05,1069284.36039012,8.4,88.8238113053553,11015.9652258747,10497156,24037.7272738113,11502208,23075.877490197,9492,19673.5210556222,4665835,12241.5606711695,1181215,20647.1271664895,1112460
"403",2020-08-06,1082872.10157455,8.4,75.0083623274399,10991.047436251,10210267,23642.6107172764,11374693,18421.3661902903,8548,29520.7795296661,7009570,11764.7288290398,1099067,19312.1858173089,1157673
"404",2020-08-07,1091914.3034687,8.4,63.9944416935085,11199.0929172011,11103113,23775.0753152272,12257690,21017.2062237847,10264,22742.3376946345,5588207,12152.9286643687,1353449,20410.2181696609,1247390
"405",2020-08-08,1102860.95534874,8.4,86.2464403820613,10720.6299931349,9236200,26020.0907372443,12051146,23499.8927341966,10138,29282.3671515877,7249289,11993.9427032653,877388,18868.8337154653,922957
"406",2020-08-09,1090371.90048613,8.4,67.0038903425904,11162.1847769329,8907763,27297.4787025601,12610032,20868.3162482876,8321,32456.6715393059,7954632,11860.1301350424,1103279,24033.0640937794,1884526
"407",2020-08-10,1088200.08637445,8.4,75.9361706578744,11023.8534616059,11621397,23575.4196401992,11668347,21562.5701161714,9669,0,0,0,0,21711.3462483636,1334853
"408",2020-08-11,1059950.85386926,8.4,63.3249681693822,11284.4757732435,9083872,23584.3405146876,10541630,21552.1659066668,10090,0,0,0,0,20946.7695084014,1226836
"409",2020-08-12,1067542.5751648,8.4,70.400738095669,11544.1892682235,10276626,21331.6110134652,9837024,20074.9716508794,9037,0,0,0,0,20459.1324026148,935524
"410",2020-08-13,1102615.65345289,8.4,79.75286935462,11390.9462218948,9846296,24399.366152872,11125054,23719.2263400728,10267,0,0,0,0,19767.0657587503,1241000
"411",2020-08-14,1065921.62534108,8.4,77.3681691887824,11474.7350380096,11142532,24329.9622346268,10422895,24676.2519081377,10724,0,0,0,0,20352.8209579886,1007157
"412",2020-08-15,1073211.04351027,8.4,59.6241640963785,11317.616384184,10644892,23724.6308670942,11624932,24114.7488701211,10516,0,0,0,0,18404.0471473418,1130751
"413",2020-08-16,1091529.32768875,8.4,72.9043259939501,11027.495969355,9083021,23990.2124693782,11811514,22879.0029697969,10724,0,0,0,0,23077.7231537661,1274191
"414",2020-08-17,1106194.66383169,8.4,55.2244981655138,10254.7229380939,9798384,29660.4022974975,13739494,20871.60729305,9021,0,0,0,0,23205.9533416756,1558103
"415",2020-08-18,1090068.42001574,8.4,71.6492516674813,11945.4168642442,11151027,26019.9125842051,13160634,22214.6737937003,10128,0,0,0,0,20540.036239443,1268699
"416",2020-08-19,1071170.1583605,8.4,79.6493829646286,11054.1807138776,9554675,23357.1203636609,11332736,20526.5035636094,9277,0,0,0,0,19857.7604528632,1468033
"417",2020-08-20,1093579.59153568,8.4,74.638698407902,10987.7089867046,10882125,24730.0248117532,12933781,23391.0477229304,9778,0,0,0,0,18766.2077349466,878835
"418",2020-08-21,1094422.6176786,8.4,73.4542135741893,10496.9309129495,10520862,26986.4028014347,13331891,22786.6333852299,10110,0,0,0,0,24012.9227921646,2260404
"419",2020-08-22,1089334.22990709,8.4,59.5437366329201,11105.3314676227,10244968,23415.7619054727,10978292,23699.8593725881,10670,0,0,0,0,22624.3623880161,1696045
"420",2020-08-23,1062693.64601048,8.4,69.788077464308,10839.3479486758,9084509,22047.8174787293,10489407,22723.0341915037,10239,0,0,0,0,17023.6487409923,925166
"421",2020-08-24,1126377.39625913,8.4,57.9069586852513,10750.8898219391,11233409,25375.440806051,12200648,23300.5409562177,10410,27573.4523534319,6688992,11762.5631082215,841498,20977.3871052169,1444609
"422",2020-08-25,1087254.07160044,8.4,52.6582266307571,10796.3748043615,10744633,23054.3686490752,12022577,21793.3972058654,9216,33387.5579757078,7929391,12132.4536563657,1540482,21721.8608533192,1178710
"423",2020-08-26,1100088.61519104,8.4,56.4297209300158,11068.913069989,9104807,26090.8031286531,10864015,17773.3625216265,7328,29034.0875606299,7145142,11801.6993326188,929667,20983.4857293385,1747763
"424",2020-08-27,1102605.52397465,8.4,57.79444796735,10747.7885454921,10651939,27659.1662609104,14035906,22450.5679426976,10269,29510.5468637035,7325663,12172.8788325284,872694,19979.1713217316,1044282
"425",2020-08-28,1097512.47940524,8.4,67.3002982393156,11311.7363258498,11734681,25728.8263025728,13725618,23906.6978525569,11443,22653.8924645947,5600458,12369.777408519,888424,19528.0265067799,1321154
