X,date,unemployment,temperature,facebook_newsfeed_spend,facebook_newsfeed_impressions,youtube_brand_spend,youtube_brand_impressions,search_spend,search_clicks,youtube_performance_spend,youtube_performance_impressions,newspaper_spend,newspaper_readership,tv_spend,tv_gross_rating_points,data_week,inflation_rate,retail_trade,gdp,income,month,quarter,week,sales
279,4/4/20,14.7,66.3329305,10917.92443,11961691,27284.40734,13630616,19986.36793,9196,0,0,11897.85973,923588,18737.37382,1290925,2020_14,1.08,375918,19636.731,17246.2,2020.25,2020.25,14,1098310.115
280,4/5/20,14.7,71.56563491,11066.56105,9577563,25000.21202,11298964,27021.65703,10908,0,0,11884.23838,983442,18252.24192,1067216,2020_14,1.08,375918,19636.731,17246.2,2020.25,2020.25,14,1109653.706
281,4/6/20,14.7,69.67611447,11221.99027,11578211,24982.15337,11296290,22320.99683,10924,28673.10173,7128148,0,0,21246.53805,1333421,2020_14,1.14,375918,19636.731,17246.2,2020.25,2020.25,14,1089562.366
282,4/7/20,14.7,51.37209462,11158.60215,14797870,24371.46162,11378070,21321.86209,9495,22193.65955,5422134,0,0,16475.18505,1002261,2020_15,1.17,375918,19636.731,17246.2,2020.25,2020.25,15,1066904.411
283,4/8/20,14.7,64.83133343,10844.71709,9608974,22756.53811,11615757,22643.80521,9871,31766.55104,7574822,0,0,20483.26449,1975243,2020_15,1.19,375918,19636.731,17246.2,2020.25,2020.25,15,1098197.763
284,4/9/20,14.7,72.50925521,10954.40399,8953890,24729.36352,11380496,24151.28174,11486,23388.8091,5701470,0,0,21520.35809,1219303,2020_15,1.23,375918,19636.731,17246.2,2020.25,2020.25,15,1066714.255
285,4/10/20,14.7,68.31430946,11061.46149,9373512,23744.37692,12762166,26531.52521,11056,28536.66139,6973915,0,0,17809.90155,977956,2020_15,1.23,375918,19636.731,17246.2,2020.25,2020.25,15,1074076.177
286,4/11/20,14.7,64.98285599,11544.76205,8928166,25925.96913,12885811,23701.58426,9884,31328.23561,7560550,0,0,16864.75215,1101761,2020_15,1.23,375918,19636.731,17246.2,2020.25,2020.25,15,1070218.285
287,4/12/20,14.7,60.27541218,11412.18942,11215288,25521.4442,12292930,24355.273,10741,25746.2751,6460180,0,0,17651.41396,1089135,2020_15,1.23,375918,19636.731,17246.2,2020.25,2020.25,15,1091879.462
288,4/13/20,14.7,54.9097523,10673.58505,10384831,22929.9054,9718028,19086.62764,8272,28330.93306,6789784,0,0,18895.26054,1057795,2020_15,1.26,375918,19636.731,17246.2,2020.25,2020.25,15,1050123.376
289,4/14/20,14.7,64.58660392,10898.66821,9536527,25486.21659,11587328,22610.47227,10542,23752.74792,5995755,0,0,18302.30399,1855927,2020_16,1.29,375918,19636.731,17246.2,2020.25,2020.25,16,1069256.25
290,4/15/20,14.7,62.78511002,10297.0183,8725899,25476.53016,12248440,23476.66307,9809,29621.9398,7018127,0,0,21087.15756,1445585,2020_16,1.19,375918,19636.731,17246.2,2020.25,2020.25,16,1062423.456
291,4/16/20,14.7,82.09834352,11081.02074,11988916,24206.38891,12431912,26627.51743,11426,29881.51469,7154605,0,0,18574.59409,1298141,2020_16,1.03,375918,19636.731,17246.2,2020.25,2020.25,16,1083514.838
292,4/17/20,14.7,77.47060653,11282.98867,11036070,24687.78323,11870999,22189.19177,10105,30049.66241,7446728,0,0,23220.28499,1149486,2020_16,1.01,375918,19636.731,17246.2,2020.25,2020.25,16,1058810.234
293,4/18/20,14.7,74.09102369,11180.59737,10847721,26137.26215,12415199,23044.97962,10193,27229.87444,6821410,0,0,20898.47469,1291849,2020_16,1.01,375918,19636.731,17246.2,2020.25,2020.25,16,1095160.318
294,4/19/20,14.7,75.74143209,11188.08536,9508902,27135.87071,13478389,24471.38222,10442,26468.32231,6249880,0,0,20826.95476,1289226,2020_16,1.01,375918,19636.731,17246.2,2020.25,2020.25,16,1066704.963
295,4/20/20,14.7,67.69834826,11208.50589,8702743,24146.97517,11966291,23194.29928,10187,0,0,12225.90714,1011968,17368.58689,1252328,2020_16,0.94,375918,19636.731,17246.2,2020.25,2020.25,16,1056126.246
296,4/21/20,14.7,61.48864253,11393.60655,11544200,27990.40112,13193126,25353.60243,11112,0,0,11826.26219,1325533,17281.44471,1317339,2020_17,0.96,375918,19636.731,17246.2,2020.25,2020.25,17,1075610.242
297,4/22/20,14.7,88.23365526,11237.11959,10661520,23651.85746,12113759,23690.63539,10442,0,0,11826.35973,1165253,21222.78797,1368214,2020_17,1.06,375918,19636.731,17246.2,2020.25,2020.25,17,1101856.299
298,4/23/20,14.7,82.03963687,10454.10723,8839633,21639.32217,10001745,25164.01852,11183,0,0,12028.40234,1143208,20184.79947,1109100,2020_17,1.05,375918,19636.731,17246.2,2020.25,2020.25,17,1086835.637
299,4/24/20,14.7,69.81941,10744.10943,9730466,23015.58199,10142290,20866.8169,10055,0,0,11431.41263,831469,18944.94529,1222286,2020_17,1.11,375918,19636.731,17246.2,2020.25,2020.25,17,1040170.114
300,4/25/20,14.7,82.77348204,10976.33995,9941461,22015.15929,11067521,24024.79199,10716,0,0,12094.15114,1086291,18533.80818,1242311,2020_17,1.11,375918,19636.731,17246.2,2020.25,2020.25,17,1060831.79
301,4/26/20,14.7,86.13284562,11452.2841,11290860,27965.67539,11808725,25207.6717,10600,0,0,11883.05436,1206158,19924.61909,1211961,2020_17,1.11,375918,19636.731,17246.2,2020.25,2020.25,17,1085301.755
302,4/27/20,14.7,72.06452168,10879.13044,9694840,27525.52447,13430850,24696.55409,10955,0,0,12362.90662,1278398,23133.67417,1535743,2020_17,1.17,375918,19636.731,17246.2,2020.25,2020.25,17,1087446.412
303,4/28/20,14.7,81.08381575,11028.63572,10898850,27947.88647,12006948,23129.07298,9781,0,0,11579.2476,1169921,19640.35332,1040858,2020_18,1.14,375918,19636.731,17246.2,2020.25,2020.25,18,1080920.853
304,4/29/20,14.7,67.0431774,11064.6266,10665807,24121.35231,11046131,24997.04427,10685,0,0,12145.5408,1295935,20350.59395,1144670,2020_18,1.14,375918,19636.731,17246.2,2020.25,2020.25,18,1086547.454
305,4/30/20,14.7,77.74510198,10717.41827,9147457,23333.05975,9642376,25129.16668,11167,0,0,12117.40498,1585049,20611.55283,1306132,2020_18,1.07,375918,19636.731,17246.2,2020.25,2020.25,18,1068003.104
306,5/1/20,13.2,86.08913792,11333.76436,11417291,23707.38632,12155880,23019.18731,9684,0,0,12171.90055,1117748,26328.8028,1707279,2020_18,1.06,442045,19636.731,16423.4,2020.333333,2020.25,18,1089312.179
307,5/2/20,13.2,68.41836727,11217.53598,9839664,27439.22078,13884588,20558.29464,9111,0,0,12417.73692,1175588,21032.85244,1315474,2020_18,1.06,442045,19636.731,16423.4,2020.333333,2020.25,18,1074102.884
308,5/3/20,13.2,69.80948772,11174.5657,8886229,26222.73432,13166868,27643.69623,13584,0,0,12043.04079,961447,19672.00854,1869583,2020_18,1.06,442045,19636.731,16423.4,2020.333333,2020.25,18,1063762.426
309,5/4/20,13.2,78.46667996,11119.75464,10130186,22288.88562,10767863,24854.10731,11199,23237.7235,5591511,11833.41579,923120,23072.82937,1229737,2020_18,1.07,442045,19636.731,16423.4,2020.333333,2020.25,18,1066588.387
310,5/5/20,13.2,68.42051662,10459.10863,9042054,25097.05566,11412710,23458.95752,10577,24299.98217,5896180,11946.07579,956456,21932.69245,1401417,2020_19,1.1,442045,19636.731,16423.4,2020.333333,2020.25,19,1071181.287
311,5/6/20,13.2,54.80290615,10416.9998,10278938,22078.91466,10618487,23602.01058,10527,22125.49828,5192420,12001.30366,935765,19480.35053,1161372,2020_19,1.1,442045,19636.731,16423.4,2020.333333,2020.25,19,1038269.291
312,5/7/20,13.2,55.84851553,10982.80582,9943982,26078.33853,12629187,21285.50517,9303,36080.56705,8725962,11742.07669,1140777,21633.62544,1636237,2020_19,1.08,442045,19636.731,16423.4,2020.333333,2020.25,19,1093789.698
313,5/8/20,13.2,55.50544899,11230.30588,9098742,24353.35177,10968882,23237.29913,9498,23956.15466,5773552,11787.71074,906594,21953.2274,1395886,2020_19,1.12,442045,19636.731,16423.4,2020.333333,2020.25,19,1070366.039
314,5/9/20,13.2,52.29871739,11344.24408,11117758,26168.95539,11917808,22752.1364,10478,28645.813,6833471,12225.96809,1216395,19319.22308,1128030,2020_19,1.12,442045,19636.731,16423.4,2020.333333,2020.25,19,1048504.596
315,5/10/20,13.2,59.93621161,10854.45706,9076131,25466.53734,13324765,23899.89183,10540,26681.46116,6367240,11782.34839,890195,18745.94313,1252363,2020_19,1.12,442045,19636.731,16423.4,2020.333333,2020.25,19,1056595.917
316,5/11/20,13.2,49.31310102,11193.47109,10357622,24598.10664,11423357,25789.55498,11807,31045.26768,7624223,11819.30972,954840,18001.48851,1218691,2020_19,1.13,442045,19636.731,16423.4,2020.333333,2020.25,19,1071326.239
317,5/12/20,13.2,62.21638728,10712.58271,9703349,24008.39965,11729032,24066.17058,11785,29987.98674,7303341,11592.43886,979217,20431.59126,994051,2020_20,1.09,442045,19636.731,16423.4,2020.333333,2020.25,20,1071677.296
318,5/13/20,13.2,54.93850252,10553.97742,10053242,24694.63911,11126668,20215.81949,9115,26605.19443,6464812,11911.63541,1162225,20202.99119,2493393,2020_20,1.07,442045,19636.731,16423.4,2020.333333,2020.25,20,1090398.838
319,5/14/20,13.2,59.78387551,10326.49269,9573100,21731.93048,11400968,24593.45616,10722,27284.20877,6797017,11669.12358,1034962,20219.67068,1556118,2020_20,1.06,442045,19636.731,16423.4,2020.333333,2020.25,20,1058889.398
320,5/15/20,13.2,69.4535609,11691.15613,13752945,29498.70219,13281654,26835.04302,12209,23774.63634,5750399,12159.80639,1074614,23317.3154,1611904,2020_20,1.09,442045,19636.731,16423.4,2020.333333,2020.25,20,1087057.085
321,5/16/20,13.2,54.07118601,10952.09336,8263378,27538.55658,11107229,23726.638,10477,27166.17077,6758697,11821.88475,835779,20304.5532,1141778,2020_20,1.09,442045,19636.731,16423.4,2020.333333,2020.25,20,1061262.612
322,5/17/20,13.2,69.60907612,11613.22208,9890509,22430.33294,10441832,26139.45479,11475,27561.23768,6552362,12256.9633,1199398,18666.18613,1072249,2020_20,1.09,442045,19636.731,16423.4,2020.333333,2020.25,20,1058130.161
323,5/18/20,13.2,53.11105389,11107.36963,8422775,25995.35983,13143614,21511.6328,9667,0,0,0,0,20515.52927,1071320,2020_20,1.17,442045,19636.731,16423.4,2020.333333,2020.25,20,1060926.775
324,5/19/20,13.2,68.463643,10469.81615,10957038,25031.73514,11152022,22318.60271,9594,0,0,0,0,21400.12098,1394744,2020_21,1.15,442045,19636.731,16423.4,2020.333333,2020.25,21,1094312.862
325,5/20/20,13.2,61.05978001,11132.13234,10003766,21835.01357,10214741,23296.25032,10766,0,0,0,0,18953.05847,1625999,2020_21,1.16,442045,19636.731,16423.4,2020.333333,2020.25,21,1080009.745
326,5/21/20,13.2,67.32480757,11311.23244,11181284,24339.21162,10434395,25096.43298,12139,0,0,0,0,22306.63767,1415915,2020_21,1.14,442045,19636.731,16423.4,2020.333333,2020.25,21,1082929.462
327,5/22/20,13.2,49.35091409,11257.0323,10449909,23647.71106,10590518,23319.51261,9520,0,0,0,0,19999.30134,1387647,2020_21,1.12,442045,19636.731,16423.4,2020.333333,2020.25,21,1057369.886
328,5/23/20,13.2,53.9512022,11634.50215,10826010,26369.2308,12160412,21169.2128,9245,0,0,0,0,21557.09858,1267692,2020_21,1.12,442045,19636.731,16423.4,2020.333333,2020.25,21,1051421.353
329,5/24/20,13.2,43.45254879,11266.5686,9185429,21972.85953,11187515,19740.22951,8625,0,0,0,0,20863.7535,1410498,2020_21,1.12,442045,19636.731,16423.4,2020.333333,2020.25,21,1042410.747
330,5/25/20,13.2,46.74955764,11290.7537,9618736,26422.33549,10137008,23049.65131,10167,0,0,0,0,23444.37352,1313206,2020_21,1.12,442045,19636.731,16423.4,2020.333333,2020.25,21,1063727.689
331,5/26/20,13.2,58.42504564,10977.972,11765974,25452.7772,11638879,25767.97861,10712,0,0,0,0,0,0,2020_22,1.13,442045,19636.731,16423.4,2020.333333,2020.25,22,1050485.261
332,5/27/20,13.2,55.62067698,10416.19264,8727782,24204.70235,11950791,25608.79839,10523,0,0,0,0,0,0,2020_22,1.14,442045,19636.731,16423.4,2020.333333,2020.25,22,1050869.18
333,5/28/20,13.2,68.71830744,10621.2177,9407372,24921.81768,11472503,25060.316,11693,0,0,0,0,0,0,2020_22,1.18,442045,19636.731,16423.4,2020.333333,2020.25,22,1051257.8
334,5/29/20,13.2,47.39443351,10813.44217,9660358,20659.44521,9719111,24961.6907,11035,0,0,0,0,0,0,2020_22,1.15,442045,19636.731,16423.4,2020.333333,2020.25,22,1056997.717
335,5/30/20,13.2,71.6851767,11067.31814,9166608,21564.49383,10273769,24007.74427,10189,0,0,0,0,0,0,2020_22,1.15,442045,19636.731,16423.4,2020.333333,2020.25,22,1048368.515
336,5/31/20,13.2,59.95902226,11258.7472,10578113,24210.58097,10727111,22113.32374,9428,0,0,0,0,0,0,2020_22,1.15,442045,19636.731,16423.4,2020.333333,2020.25,22,1052089.316
337,6/1/20,11,61.37693622,11301.39053,9917575,23295.09241,9983383,23175.14265,10084,31983.15735,7501485,12129.63957,907030,0,0,2020_22,1.18,472249,19636.731,16272.5,2020.416667,2020.25,22,1057283.002
338,6/2/20,11,78.43582594,10635.67942,11761616,23867.19972,10915067,22170.23764,9406,23969.7758,5781604,11835.65413,1004746,0,0,2020_23,1.18,472249,19636.731,16272.5,2020.416667,2020.25,23,1076455.116
339,6/3/20,11,66.31785698,10553.35499,9807109,24607.43726,12098587,24993.85944,11086,30596.93536,7632982,12387.63573,1315329,0,0,2020_23,1.21,472249,19636.731,16272.5,2020.416667,2020.25,23,1087812.717
340,6/4/20,11,69.64906035,10939.54098,9754743,24673.27111,11870657,22810.45377,10907,30264.18063,7410950,12047.98494,1112514,0,0,2020_23,1.22,472249,19636.731,16272.5,2020.416667,2020.25,23,1080322.995
341,6/5/20,11,81.52203793,10948.23565,8961015,26236.13263,13052888,23133.05966,10544,27598.82549,6746482,11727.44993,973520,0,0,2020_23,1.27,472249,19636.731,16272.5,2020.416667,2020.25,23,1064003.269
342,6/6/20,11,80.63694191,11342.91012,9068787,25044.17748,11529346,23382.31045,10240,30440.40932,7353346,12041.25287,962613,0,0,2020_23,1.27,472249,19636.731,16272.5,2020.416667,2020.25,23,1066541.08
343,6/7/20,11,64.78409663,10746.92259,10394777,26216.31343,13017470,24311.75695,11067,22306.82853,5474188,12038.80356,678925,0,0,2020_23,1.27,472249,19636.731,16272.5,2020.416667,2020.25,23,1067162.269
344,6/8/20,11,77.72763502,10477.33941,9538555,26179.2388,15070988,22740.06133,9057,25806.97131,6467967,11876.46222,810049,0,0,2020_23,1.28,472249,19636.731,16272.5,2020.416667,2020.25,23,1086648.914
345,6/9/20,11,71.88470976,10552.72054,11079176,26520.35694,14795855,18912.69621,7953,27269.44767,6625699,11918.23509,989902,0,0,2020_24,1.26,472249,19636.731,16272.5,2020.416667,2020.25,24,1110975.807
346,6/10/20,11,66.21205628,11266.88634,11868829,27433.10209,13749184,22861.87986,10763,26286.01292,6546908,12715.6197,929016,0,0,2020_24,1.27,472249,19636.731,16272.5,2020.416667,2020.25,24,1085749.887
347,6/11/20,11,79.96841768,11181.09372,9652296,21484.97807,11916430,23719.0477,10308,21408.5812,5266179,11564.00433,1199078,0,0,2020_24,1.21,472249,19636.731,16272.5,2020.416667,2020.25,24,1079504.902
348,6/12/20,11,88.13514918,10754.22056,11810667,25419.68298,12132050,24354.71443,10777,25826.22832,6403179,11787.67424,840299,0,0,2020_24,1.21,472249,19636.731,16272.5,2020.416667,2020.25,24,1067998.12
349,6/13/20,11,68.91936721,11183.08037,9232443,25536.99434,10431918,18797.43247,8068,26725.64798,6548505,11700.04636,945439,0,0,2020_24,1.21,472249,19636.731,16272.5,2020.416667,2020.25,24,1055083.57
350,6/14/20,11,75.02424652,11080.16646,10515627,20796.65032,8949200,24408.97429,10383,19761.36469,4930634,11741.24986,857045,0,0,2020_24,1.21,472249,19636.731,16272.5,2020.416667,2020.25,24,1074084.191
351,6/15/20,11,70.99519628,10848.33043,10653594,23132.42203,10542580,25956.97408,11711,0,0,12076.90869,1136689,0,0,2020_24,1.23,472249,19636.731,16272.5,2020.416667,2020.25,24,1072466.01
352,6/16/20,11,66.56076817,11486.19322,9455675,23663.1756,11561740,23693.04808,10822,0,0,11703.7962,1690894,0,0,2020_25,1.27,472249,19636.731,16272.5,2020.416667,2020.25,25,1090429.788
353,6/17/20,11,81.77126866,11420.29241,9911992,25024.25134,10970185,24908.20344,10800,0,0,11623.22524,1135402,0,0,2020_25,1.26,472249,19636.731,16272.5,2020.416667,2020.25,25,1065647.975
354,6/18/20,11,76.21349382,10791.90482,10130648,24353.45142,11599473,23414.77851,9661,0,0,12012.42359,778291,0,0,2020_25,1.28,472249,19636.731,16272.5,2020.416667,2020.25,25,1072403.68
355,6/19/20,11,67.52552783,10889.62822,8615084,28620.69759,12050550,23201.12462,9986,0,0,12034.80127,1022401,0,0,2020_25,1.3,472249,19636.731,16272.5,2020.416667,2020.25,25,1051192.701
356,6/20/20,11,62.15583706,10671.37523,8773538,23728.10771,12020801,21524.57465,9269,0,0,12469.86742,880358,0,0,2020_25,1.3,472249,19636.731,16272.5,2020.416667,2020.25,25,1044189.844
357,6/21/20,11,78.54969815,10537.6751,9255645,21522.00623,9860179,21428.43431,10482,0,0,11846.95206,1065506,0,0,2020_25,1.3,472249,19636.731,16272.5,2020.416667,2020.25,25,1053797.839
358,6/22/20,11,81.36583464,11045.94884,9591936,24958.26549,12644052,20264.62945,8949,0,0,12032.39965,986877,0,0,2020_25,1.34,472249,19636.731,16272.5,2020.416667,2020.25,25,1080189.129
359,6/23/20,11,61.09343526,10904.84385,9972543,25819.42891,11736281,25068.55127,11335,0,0,12286.37541,784820,0,0,2020_26,1.38,472249,19636.731,16272.5,2020.416667,2020.25,26,1075108.128
360,6/24/20,11,76.21775166,10591.18393,10319312,23682.30041,10444098,20561.25005,8836,0,0,11759.14088,972017,0,0,2020_26,1.33,472249,19636.731,16272.5,2020.416667,2020.25,26,1056553.468
361,6/25/20,11,56.36194316,10677.38571,9300759,26824.29541,14104331,22523.57595,9580,0,0,11876.00434,1020795,21839.64136,1067942,2020_26,1.33,472249,19636.731,16272.5,2020.416667,2020.25,26,1068982.253
362,6/26/20,11,64.72640133,11265.95441,10585113,24585.50989,11285627,23942.0673,10163,0,0,12061.52574,1186647,20157.79843,1353903,2020_26,1.32,472249,19636.731,16272.5,2020.416667,2020.25,26,1085668.84
363,6/27/20,11,73.92962973,10839.28027,9483519,27309.89176,11644755,24458.53336,11439,0,0,12074.21849,931710,19470.50307,1116081,2020_26,1.32,472249,19636.731,16272.5,2020.416667,2020.25,26,1065248.524
364,6/28/20,11,60.9763982,12055.17613,10482335,27555.87072,12538960,20625.75176,8842,0,0,12584.64247,1364937,19395.00109,1329089,2020_26,1.32,472249,19636.731,16272.5,2020.416667,2020.25,26,1075767.683
365,6/29/20,11,63.53715535,11150.22551,11447103,26853.02989,12672766,25629.42701,11520,26651.8196,6621322,0,0,22611.30969,1291866,2020_26,1.34,472249,19636.731,16272.5,2020.416667,2020.25,26,1085807.599
366,6/30/20,11,72.93740233,10355.98195,8801975,24878.68707,11367531,20802.56389,9164,27925.17522,6661617,0,0,20460.22078,1822373,2020_27,1.34,472249,19636.731,16272.5,2020.416667,2020.25,27,1066998.452
367,7/1/20,10.2,57.95530272,10896.12148,8706305,20973.21067,10107981,21071.54604,9009,32115.47767,7705122,0,0,21887.13353,1486334,2020_27,1.37,481169,21362.428,16372.2,2020.5,2020.5,27,1058876.961
368,7/2/20,10.2,51.58623779,10426.44771,8806612,27888.66545,12520216,17647.67393,8522,21399.81212,5004807,0,0,17395.58444,1499878,2020_27,1.41,481169,21362.428,16372.2,2020.5,2020.5,27,1080904.805
369,7/3/20,10.2,54.93259143,10646.82053,8647638,23029.72408,11062338,24157.51931,10628,22384.35991,5420341,0,0,25693.40926,2748924,2020_27,1.41,481169,21362.428,16372.2,2020.5,2020.5,27,1087786.673
370,7/4/20,10.2,50.09295993,11146.46964,8694233,25409.17647,11629210,21514.12148,9927,30142.30402,7101153,0,0,22275.86468,1036494,2020_27,1.41,481169,21362.428,16372.2,2020.5,2020.5,27,1084680.895
371,7/5/20,10.2,68.17271744,11452.49801,10078137,24077.72854,11071259,22528.16886,9423,20930.90146,5031625,0,0,22764.31792,1325190,2020_27,1.41,481169,21362.428,16372.2,2020.5,2020.5,27,1067729.453
372,7/6/20,10.2,62.50234214,10530.66334,8697379,28473.10033,14212687,21430.83255,8825,26949.0393,6614787,0,0,20209.31295,1062625,2020_27,1.45,481169,21362.428,16372.2,2020.5,2020.5,27,1077173.332
373,7/7/20,10.2,47.14220829,11750.70902,11176206,22126.07977,9357370,23537.09395,10393,30741.40375,7360191,0,0,22637.82676,1208309,2020_28,1.43,481169,21362.428,16372.2,2020.5,2020.5,28,1080062.791
374,7/8/20,10.2,51.85821384,10205.0246,8811503,27160.76534,14299578,25638.92616,12039,22093.59612,5264922,0,0,21846.01871,1402801,2020_28,1.42,481169,21362.428,16372.2,2020.5,2020.5,28,1057150.209
375,7/9/20,10.2,65.62815779,11292.83621,9239303,26368.66591,12669147,22187.99265,9360,21650.49428,5168312,0,0,21962.88923,1046576,2020_28,1.39,481169,21362.428,16372.2,2020.5,2020.5,28,1068307.17
376,7/10/20,10.2,65.13439896,11807.42513,10379974,23777.15924,13647451,23678.01081,10571,29582.64892,7216936,0,0,20606.60307,1263366,2020_28,1.41,481169,21362.428,16372.2,2020.5,2020.5,28,1087160.892
377,7/11/20,10.2,46.1858642,11326.12145,10458326,27086.07634,12203581,21545.55419,9889,24366.02964,5944025,0,0,18141.79399,1316622,2020_28,1.41,481169,21362.428,16372.2,2020.5,2020.5,28,1089808.743
378,7/12/20,10.2,53.84349616,11591.17482,11428009,24009.11441,10877011,21438.8871,9258,33040.03936,8361487,0,0,22699.92391,1478561,2020_28,1.41,481169,21362.428,16372.2,2020.5,2020.5,28,1089918.711
379,7/13/20,10.2,54.70275804,10691.50692,11317877,26883.06877,14171620,24652.13368,10765,0,0,11919.77497,1026357,21952.32104,1247905,2020_28,1.42,481169,21362.428,16372.2,2020.5,2020.5,28,1084739.657
380,7/14/20,10.2,67.31980229,10111.63788,9547501,25811.4118,13058391,26244.65372,11138,0,0,12413.76769,1053697,18506.46711,1340808,2020_29,1.41,481169,21362.428,16372.2,2020.5,2020.5,29,1080709.973
381,7/15/20,10.2,54.65932668,10467.8979,9565722,22749.87423,9252933,22832.96644,10299,0,0,11687.64196,1043657,22792.4725,1482918,2020_29,1.41,481169,21362.428,16372.2,2020.5,2020.5,29,1060524.637
382,7/16/20,10.2,62.95648125,11175.26428,8488057,26518.20067,12981224,23677.7836,9925,0,0,11615.15739,996168,18876.58143,1189485,2020_29,1.41,481169,21362.428,16372.2,2020.5,2020.5,29,1070952.382
383,7/17/20,10.2,64.43517594,10738.98319,9606550,23548.95015,11610475,23116.58909,10333,0,0,12102.38952,750530,20704.25166,1308227,2020_29,1.46,481169,21362.428,16372.2,2020.5,2020.5,29,1070996.808
384,7/18/20,10.2,45.54117414,11443.8885,9861098,23004.94936,10205879,27003.14634,11295,0,0,11997.10386,1049893,21414.996,1847116,2020_29,1.46,481169,21362.428,16372.2,2020.5,2020.5,29,1067546.799
385,7/19/20,10.2,47.18608615,10976.14018,9190393,23378.20433,10899754,22434.82008,9669,0,0,12056.85888,1465206,20406.3363,1672511,2020_29,1.46,481169,21362.428,16372.2,2020.5,2020.5,29,1062442.363
386,7/20/20,10.2,49.68929027,11333.61849,11799226,26626.22453,11834282,24035.03827,11807,0,0,11936.39577,959345,24074.85883,1286207,2020_29,1.46,481169,21362.428,16372.2,2020.5,2020.5,29,1086591.393
387,7/21/20,10.2,59.40038404,11060.95889,9478270,29050.55051,12488150,25163.35884,10539,0,0,12084.5861,906750,22231.43787,1262867,2020_30,1.48,481169,21362.428,16372.2,2020.5,2020.5,30,1097690.412
388,7/22/20,10.2,74.58278253,11062.53714,11531207,30177.30731,12973620,22382.42352,9526,0,0,12117.12492,1034303,17456.92433,1377888,2020_30,1.48,481169,21362.428,16372.2,2020.5,2020.5,30,1122700.349
389,7/23/20,10.2,63.01572326,11425.19219,12353075,24998.50886,11730075,20115.63131,10345,0,0,11867.32993,887220,19538.28001,1682450,2020_30,1.49,481169,21362.428,16372.2,2020.5,2020.5,30,1073118.513
390,7/24/20,10.2,72.90541126,10770.08589,9131644,21538.89654,10754389,23406.73086,10820,0,0,12027.63926,1447001,23994.79688,1358403,2020_30,1.51,481169,21362.428,16372.2,2020.5,2020.5,30,1072257.256
391,7/25/20,10.2,72.88844623,11105.60128,9920232,26141.40942,13392229,23816.32053,10949,0,0,11767.02644,1012108,18296.20151,1122894,2020_30,1.51,481169,21362.428,16372.2,2020.5,2020.5,30,1089811.841
392,7/26/20,10.2,58.82852134,11051.28897,10751006,30844.96058,14122338,23224.68213,10608,0,0,11848.38577,731988,16103.52926,903474,2020_30,1.51,481169,21362.428,16372.2,2020.5,2020.5,30,1097879.246
393,7/27/20,10.2,79.65593822,11093.7171,10380075,27761.12306,13020596,21790.15544,9931,26859.59501,6501489,12112.07646,824942,18951.15949,2010132,2020_30,1.52,481169,21362.428,16372.2,2020.5,2020.5,30,1104546.422
394,7/28/20,10.2,58.92936276,10484.12882,10605707,25603.57061,11105092,23804.89125,9803,30653.26004,7301392,11925.08131,917554,17741.15465,1090075,2020_31,1.51,481169,21362.428,16372.2,2020.5,2020.5,31,1083466.323
395,7/29/20,10.2,62.04425682,10779.77416,9072524,25438.11289,13876688,24638.07804,11407,28123.53194,6757194,12116.21985,1117020,16622.94671,1124813,2020_31,1.53,481169,21362.428,16372.2,2020.5,2020.5,31,1092264.707
396,7/30/20,10.2,82.229628,10827.33731,8372108,25721.63737,11197421,23480.0355,10657,25038.46042,6096455,11748.46047,839690,18808.6612,1366312,2020_31,1.52,481169,21362.428,16372.2,2020.5,2020.5,31,1074794.326
397,7/31/20,10.2,76.9092976,10751.07097,12856816,25180.20192,11539678,24345.18416,10221,29889.78313,7305086,11806.02752,858788,17905.60602,1063559,2020_31,1.55,481169,21362.428,16372.2,2020.5,2020.5,31,1065458.202
398,8/1/20,8.4,65.92579197,10817.62541,11184981,26064.92011,11458786,22971.95044,9625,21902.61317,5330167,11849.87668,855331,19300.8389,1317654,2020_31,1.55,482391,21362.428,15739.2,2020.583333,2020.5,31,1106707.664
399,8/2/20,8.4,79.57844665,11396.68048,12119843,24730.60048,13241820,20267.35493,8946,30479.33182,7345996,12099.0324,954253,20658.72633,1191008,2020_31,1.55,482391,21362.428,15739.2,2020.583333,2020.5,31,1091018.857
400,8/3/20,8.4,88.25823727,11289.72552,10597043,23678.39586,11568964,25264.60036,11350,30473.03259,7208398,11943.22798,1166829,19398.30141,1003489,2020_31,1.58,482391,21362.428,15739.2,2020.583333,2020.5,31,1089886.051
401,8/4/20,8.4,86.33639831,11018.23543,10431023,23486.56372,11659816,23141.4439,10013,25875.07135,6117059,11886.81808,887493,23137.6812,1309904,2020_32,1.57,482391,21362.428,15739.2,2020.583333,2020.5,32,1071436.345
402,8/5/20,8.4,88.82381131,11015.96523,10497156,24037.72727,11502208,23075.87749,9492,19673.52106,4665835,12241.56067,1181215,20647.12717,1112460,2020_32,1.61,482391,21362.428,15739.2,2020.583333,2020.5,32,1069284.36
403,8/6/20,8.4,75.00836233,10991.04744,10210267,23642.61072,11374693,18421.36619,8548,29520.77953,7009570,11764.72883,1099067,19312.18582,1157673,2020_32,1.63,482391,21362.428,15739.2,2020.583333,2020.5,32,1082872.102
